# Hiragana reading → English word mapping
# Format: reading\tenglish\tcost
# Used for Japanese→English conversion (e.g. ぐーぐる → Google)
#
# === Tech Companies & Services ===
ごー	Go	5000
るびー	Ruby	4500
ぴーえいちぴー	PHP	4500
だーつ	Dart	4800
りあくと	React	4500
びゅー	Vue	5000
あんぎゅらー	Angular	4500
ねくすと	Next.js	4500
ぬくすと	Nuxt.js	4800
ふらったー	Flutter	4500
のーど	Node	4800
のーどじぇいえす	Node.js	4500
でぃーの	Deno	4800
じゃんご	Django	4500
ふらすく	Flask	4800
すぷりんぐ	Spring	4500
れいるず	Rails	4500
ららべる	Laravel	4500
#
# === DevOps & Infrastructure ===
どっかー	Docker	4500
くばねてす	Kubernetes	4500
えーだぶりゅーえす	AWS	4200
あじゅーる	Azure	4500
じーしーぴー	GCP	4500
てらふぉーむ	Terraform	4500
あんしぶる	Ansible	4500
じぇんきんす	Jenkins	4500
えぬじんくす	Nginx	4500
あぱっち	Apache	4500
ぽすとぐれす	PostgreSQL	4500
まいえすきゅーえる	MySQL	4500
もんごでぃーびー	MongoDB	4500
れでぃす	Redis	4500
えらすてぃっくさーち	Elasticsearch	4500
#
# === AI & ML ===
えーあい	AI	4500
ちゃっとじーぴーてぃー	ChatGPT	4200
じーぴーてぃー	GPT	4500
くろーど	Claude	4500
じぇみに	Gemini	4500
こぱいろっと	Copilot	4500
おーぷんえーあい	OpenAI	4200
あんすろぴっく	Anthropic	4500
すてーぶるでぃふゅーじょん	StableDiffusion	4500
みっどじゃーにー	Midjourney	4500
でぃーぷらーにんぐ	DeepLearning	4500
にゅーらるねっとわーく	NeuralNetwork	4800
てんそるふろー	TensorFlow	4500
ぱいとーち	PyTorch	4500
#
# === General IT Terms ===
こんぴゅーたー	computer	4500
ぷろぐらむ	program	4800
ぷろぐらみんぐ	programming	4800
あるごりずむ	algorithm	4800
でーた	data	4800
でーたべーす	database	4800
さーばー	server	4800
くらいあんと	client	4800
ねっとわーく	network	4800
いんたーねっと	Internet	4500
いんたーふぇーす	interface	4800
えーぴーあい	API	4500
えすでぃーけー	SDK	4800
ふれーむわーく	framework	4800
らいぶらりー	library	4800
もじゅーる	module	4800
ぱっけーじ	package	4800
こんぽーねんと	component	4800
ふぁんくしょん	function	4800
めそっど	method	5000
くらす	class	5000
おぶじぇくと	object	5000
ばりゅー	value	5000
ありー	array	5000
すとりんぐ	string	5000
ぶーりあん	boolean	5000
いんてじゃー	integer	5000
ふろーと	float	5000
ぬる	null	5000
たいぷ	type	5000
じぇねりっく	generic	5000
いんへりたんす	inheritance	5000
ぽりもーふぃずむ	polymorphism	5000
えんきゃぷすれーしょん	encapsulation	5000
でざいんぱたーん	DesignPattern	4800
りふぁくたりんぐ	refactoring	4800
でばっぐ	debug	4800
てすと	test	5000
ゆにっとてすと	UnitTest	4800
いんてぐれーしょんてすと	IntegrationTest	4800
でぷろい	deploy	4800
りりーす	release	4800
まーじ	merge	5000
ぶらんち	branch	5000
こみっと	commit	5000
ぷるりくえすと	PullRequest	4500
いしゅー	issue	5000
ばーじょん	version	4800
でぃぺんでんしー	dependency	5000
#
# === Web & Mobile ===
うぇぶ	web	5000
うぇぶさいと	website	4800
ほーむぺーじ	homepage	4800
ぶらうざ	browser	4800
どめいん	domain	4800
ゆーあーるえる	URL	4800
えいちてぃーてぃーぴー	HTTP	4800
えいちてぃーてぃーぴーえす	HTTPS	4800
えすえすえる	SSL	4800
えいちてぃーえむえる	HTML	4500
しーえすえす	CSS	4500
じぇいそん	JSON	4800
えっくすえむえる	XML	4800
れすと	REST	5000
ぐらふきゅーえる	GraphQL	4800
うぇぶそけっと	WebSocket	4800
れすぽんしぶ	responsive	4800
あぷり	app	5000
あぷりけーしょん	application	4800
もばいる	mobile	4800
ねいてぃぶ	native	5000
はいぶりっど	hybrid	5000
くろすぷらっとふぉーむ	cross-platform	4800
#
# === Hardware & Devices ===
きーぼーど	keyboard	4500
まうす	mouse	4800
もにたー	monitor	4800
でぃすぷれい	display	4800
すくりーん	screen	4800
すまーとふぉん	smartphone	4500
すまほ	smartphone	4800
たぶれっと	tablet	4800
らっぷとっぷ	laptop	4800
でぃすくとっぷ	desktop	4800
ぷりんたー	printer	4800
すきゃなー	scanner	4800
めもりー	memory	4800
すとれーじ	storage	4800
えすえすでぃー	SSD	4500
はーどでぃすく	HDD	4800
ゆーえすびー	USB	4500
わいふぁい	Wi-Fi	4200
ぶるーとぅーす	Bluetooth	4200
えいちでぃーえむあい	HDMI	4500
ぷろせっさー	processor	4800
しーぴーゆー	CPU	4500
じーぴーゆー	GPU	4500
らむ	RAM	5000
ばってりー	battery	4800
ちゃーじゃー	charger	5000
けーぶる	cable	5000
あだぷたー	adapter	5000
#
# === Business & General ===
びじねす	business	4800
まーけてぃんぐ	marketing	4800
ぶらんでぃんぐ	branding	4800
でざいん	design	4800
ぷろじぇくと	project	4800
まねじめんと	management	4800
ぷれぜんてーしょん	presentation	4800
みーてぃんぐ	meeting	4800
すけじゅーる	schedule	4800
たすく	task	5000
でっどらいん	deadline	4800
ふぃーどばっく	feedback	4800
こみゅにけーしょん	communication	4800
こらぼれーしょん	collaboration	4800
りもーと	remote	4800
おふぃす	office	4800
すたーとあっぷ	startup	4800
いのべーしょん	innovation	4800
そりゅーしょん	solution	4800
さーびす	service	4800
ぷらっとふぉーむ	platform	4800
こんてんつ	content	4800
めでぃあ	media	4800
#
# === Common Actions ===
めーる	email	5000
ぱすわーど	password	4800
あかうんと	account	4800
ろぐいん	login	4800
ろぐあうと	logout	4800
さいんいん	sign-in	4800
さいんあっぷ	sign-up	4800
だうんろーど	download	4800
あっぷろーど	upload	4800
あっぷでーと	update	4800
いんすとーる	install	4800
あんいんすとーる	uninstall	4800
でりーと	delete	4800
こぴー	copy	5000
ぺーすと	paste	5000
どらっぐ	drag	5000
どろっぷ	drop	5000
くりっく	click	5000
たっぷ	tap	5000
すわいぷ	swipe	5000
すくろーる	scroll	5000
しぇあ	share	5000
ふぁいる	file	5000
ふぉるだ	folder	5000
おんらいん	online	4800
おふらいん	offline	4800
くらうど	cloud	4800
すとりーみんぐ	streaming	4800
さぶすくりぷしょん	subscription	4800
ばっくあっぷ	backup	4800
りすとあ	restore	4800
えくすぽーと	export	4800
いんぽーと	import	4800
#
# === Brands & Products ===
てすら	Tesla	4500
うーばー	Uber	4500
えあびーあんどびー	Airbnb	4500
すたーばっくす	Starbucks	4500
にんてんどー	Nintendo	4200
そにー	Sony	4500
とよた	Toyota	4500
ほんだ	Honda	4500
めるせです	Mercedes	4500
びーえむだぶりゅー	BMW	4500
ないき	Nike	4500
あでぃだす	Adidas	4500
ゆにくろ	UNIQLO	4200
むじるし	MUJI	4500
こすとこ	Costco	4500
いけあ	IKEA	4500
おーぷんそーす	OpenSource	4500
ぎっと	Git	4800
でぃーぶいでぃー	DVD	5000
しーでぃー	CD	5000
#
# === Math & Science ===
まてまてぃくす	mathematics	5000
ふぃじっくす	physics	5000
けみすとりー	chemistry	5000
ばいおろじー	biology	5000
えんじにありんぐ	engineering	4800
さいえんす	science	5000
てくのろじー	technology	4800
りさーち	research	5000
あなりてぃくす	analytics	4800
すたてぃすてぃくす	statistics	5000
#
# === Common English Words (katakana loan words) ===
しすてむ	system	4800
ぷろせす	process	5000
いべんと	event	5000
あくしょん	action	5000
おぷしょん	option	5000
めにゅー	menu	5000
ぼたん	button	5000
あいこん	icon	5000
りすと	list	5000
てーぶる	table	5000
ぐらふ	graph	5000
ちゃーと	chart	5000
ぱたーん	pattern	5000
もでる	model	5000
るーる	rule	5000
すたいる	style	5000
てーま	theme	5000
れいあうと	layout	5000
おーばーれい	overlay	5000
ぽっぷあっぷ	popup	5000
もーだる	modal	5000
だいあろぐ	dialog	5000
つーるばー	toolbar	5000
さいどばー	sidebar	5000
へっだー	header	5000
ふったー	footer	5000
なびげーしょん	navigation	4800
あにめーしょん	animation	4800
とらんじしょん	transition	5000
ぐらでーしょん	gradient	5000
ぱふぉーまんす	performance	4800
おぷてぃまいず	optimize	5000
きゃっしゅ	cache	5000
ぷろきし	proxy	5000
とーくん	token	5000
せっしょん	session	5000
おーせんてぃけーしょん	authentication	4800
おーそらいぜーしょん	authorization	4800
えんくりぷしょん	encryption	4800
はっしゅ	hash	5000
そーと	sort	5000
ふぃるたー	filter	5000
まっぷ	map	5000
りでゅーす	reduce	5000
いてれーたー	iterator	5000
こーるばっく	callback	5000
ぷろみす	promise	5000
えいしんく	async	5000
あうぇいと	await	5000
すれっど	thread	5000
がべーじこれくしょん	GarbageCollection	4800
えくせぷしょん	exception	5000
えらー	error	5000
ばぐ	bug	5000
ろぐ	log	5000
こんそーる	console	5000
たーみなる	terminal	4800
しぇる	shell	5000
すくりぷと	script	5000
ばっち	batch	5000
くーろん	cron	5000
#
# === Media & Entertainment ===
げーむ	game	4800
あにめ	anime	4800
みゅーじっく	music	4800
びでお	video	4800
ぽっどきゃすと	podcast	4800
ぶろぐ	blog	4800
えすえぬえす	SNS	4500
ちゃんねる	channel	5000
ふぉろー	follow	5000
らいく	like	5000
こめんと	comment	5000
ぷろふぃーる	profile	5000
あばたー	avatar	5000
さむねいる	thumbnail	5000
#
# === Security ===
せきゅりてぃ	security	4800
ふぁいあうぉーる	firewall	4800
ういるす	virus	4800
まるうぇあ	malware	4800
ふぃっしんぐ	phishing	4800
ばっくどあ	backdoor	4800
ぜろでい	zero-day	4800
ぺねとれーしょん	penetration	5000
ぜいじゃくせい	vulnerability	4800
